OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0003782,30-01-2023,CUST043930,Aditya Sharma,P00005,Laptop Sleeve,Books,BrightLux,2,270.03,0.05,92.35,10.33,615.74,Amazon Pay,Returned,San Francisco,CA,United States,SELL00949
ORD0003886,25-11-2023,CUST037626,Sunita Gupta,P00008,4K Monitor,Home & Kitchen,BrightLux,3,153.75,0,36.9,6.78,504.93,Credit Card,Returned,San Jose,CA,United States,SELL00299
ORD0003915,07-10-2020,CUST005779,Vihaan Joshi,P00037,Router,Electronics,UrbanStyle,5,82.55,0,20.64,0.64,434.03,Net Banking,Returned,Philadelphia,PA,India,SELL00016
ORD0003924,03-07-2024,CUST037601,Priya Gupta,P00027,Winter Jacket,Electronics,KiddoFun,5,43.91,0.05,25.03,12.79,246.39,Credit Card,Returned,Jacksonville,FL,United States,SELL01657
ORD0003948,31-12-2023,CUST000317,Ritika Sharma,P00036,Smart Light Bulb,Books,Apex,4,437.44,0,139.98,4.09,1893.83,UPI,Returned,Houston,TX,United States,SELL01040
ORD0004006,24-04-2021,CUST020632,Sahil Kumar,P00016,Air Fryer,Books,FitLife,2,186.35,0,18.64,12.05,403.39,Credit Card,Returned,Dallas,TX,United States,SELL01319
ORD0004008,28-10-2022,CUST014727,Aarav Mehta,P00036,Smart Light Bulb,Books,Apex,1,411.96,0,49.44,9.72,471.12,UPI,Returned,Jacksonville,FL,United States,SELL00715
ORD0004051,15-08-2024,CUST034142,Vikas Singh,P00008,4K Monitor,Sports & Outdoors,NexPro,1,387.57,0.1,17.44,5.88,372.13,UPI,Returned,Los Angeles,CA,United Kingdom,SELL01198
ORD0004067,16-05-2022,CUST021071,Kabir Joshi,P00012,Noise Cancelling Headphones,Sports & Outdoors,CoreTech,2,50.41,0.1,7.26,7.72,105.72,Credit Card,Returned,Dallas,TX,United States,SELL01224
ORD0004164,02-11-2023,CUST044640,Karan Mehta,P00005,Laptop Sleeve,Electronics,FitLife,2,349.63,0.05,33.21,10.66,708.17,Credit Card,Returned,Dallas,TX,India,SELL01260
ORD0004180,01-11-2023,CUST010010,Vihaan Reddy,P00020,Office Chair,Electronics,Zenith,4,221.98,0,106.55,4.13,998.6,Credit Card,Returned,Chicago,IL,United States,SELL01605
ORD0004304,29-04-2021,CUST017499,Karan Joshi,P00047,Memory Card 128GB,Clothing,KiddoFun,1,81.12,0,9.73,9.95,100.8,Credit Card,Returned,Austin,TX,United States,SELL00184
ORD0004318,17-03-2020,CUST000555,Anjali Patel,P00012,Noise Cancelling Headphones,Sports & Outdoors,NexPro,4,306.85,0.1,88.37,3.76,1196.79,Net Banking,Returned,New York,NY,India,SELL00881
ORD0004332,04-11-2021,CUST039321,Aditya Reddy,P00033,Puzzle 1000pc,Home & Kitchen,NexPro,1,228.23,0,18.26,14.72,261.21,Credit Card,Returned,Charlotte,NC,India,SELL01625
ORD0004426,02-02-2021,CUST022331,Ritika Joshi,P00003,Smartphone Case,Clothing,Apex,1,530.64,0,63.68,13.05,607.37,Credit Card,Returned,Seattle,WA,Australia,SELL01608
ORD0004443,11-06-2020,CUST034301,Vivaan Kapoor,P00040,Microphone,Clothing,HomeEase,4,517.51,0.3,260.83,10.31,1720.17,Credit Card,Returned,Chicago,IL,United States,SELL00247
ORD0004450,30-05-2022,CUST047616,Sunita Verma,P00004,USB-C Charger,Electronics,ReadMore,2,56,0,20.16,9.5,141.66,UPI,Returned,San Francisco,CA,United States,SELL01519
ORD0004512,30-06-2021,CUST011522,Simran Sharma,P00037,Router,Sports & Outdoors,KiddoFun,2,149.36,0,23.9,3.28,325.9,Debit Card,Returned,Jacksonville,FL,United States,SELL01381
ORD0004517,12-07-2023,CUST010431,Sneha Kumar,P00014,Drone Mini,Home & Kitchen,ReadMore,4,297.56,0,95.22,13.75,1299.21,Credit Card,Returned,Seattle,WA,India,SELL01224
ORD0004716,31-01-2020,CUST042041,Kabir Singh,P00028,Jeans,Clothing,HomeEase,5,410.16,0.1,221.49,9.66,2076.87,Credit Card,Returned,Houston,TX,United States,SELL01952
ORD0004720,24-11-2020,CUST022870,Sunita Mehta,P00036,Smart Light Bulb,Clothing,KiddoFun,2,560.65,0,89.7,8.16,1219.16,UPI,Returned,Jacksonville,FL,United States,SELL00893
ORD0004734,17-11-2022,CUST020264,Aarav Patel,P00006,Gaming Mouse,Home & Kitchen,CoreTech,3,239.46,0.2,28.74,5.35,608.79,Amazon Pay,Returned,Phoenix,AZ,United States,SELL01158
ORD0004771,17-01-2020,CUST005228,Karan Joshi,P00030,Dress Shirt,Books,FitLife,4,432.67,0,207.68,1.64,1940,Credit Card,Returned,San Diego,CA,United States,SELL00164
ORD0004781,26-04-2023,CUST047027,Aarav Singh,P00007,Mechanical Keyboard,Home & Kitchen,NexPro,4,325.25,0,156.12,6.04,1463.16,Net Banking,Returned,Fort Worth,TX,United States,SELL00027
ORD0004784,28-04-2020,CUST031727,Sneha Reddy,P00023,Cookware Set,Sports & Outdoors,ReadMore,2,597,0,59.7,12.9,1266.6,Cash on Delivery,Returned,Denver,CO,Australia,SELL00081
ORD0004797,23-06-2020,CUST034709,Vihaan Mehta,P00019,LED Desk Lamp,Electronics,NexPro,2,546.91,0,54.69,5.78,1154.29,Amazon Pay,Returned,Charlotte,NC,Canada,SELL01128
ORD0004801,15-12-2023,CUST008481,Aditya Kumar,P00019,LED Desk Lamp,Home & Kitchen,CoreTech,2,572.81,0.15,48.69,8.1,1030.57,UPI,Returned,Washington,DC,United States,SELL00586
ORD0004855,06-09-2022,CUST010320,Vihaan Kumar,P00006,Gaming Mouse,Books,UrbanStyle,4,584.96,0.2,149.75,5.89,2027.51,Net Banking,Returned,Austin,TX,United States,SELL01731
ORD0004976,09-10-2023,CUST030587,Vikas Singh,P00044,Power Bank 20000mAh,Home & Kitchen,Apex,1,452.4,0.1,20.36,14.46,441.98,Debit Card,Returned,Los Angeles,CA,United States,SELL01643
ORD0004996,05-07-2020,CUST049945,Mohit Verma,P00042,Projector Mini,Home & Kitchen,HomeEase,1,331.09,0,16.55,5.94,353.58,Debit Card,Returned,San Antonio,TX,United States,SELL00427
ORD0005007,24-06-2024,CUST002447,Rohit Reddy,P00003,Smartphone Case,Home & Kitchen,NexPro,2,130.81,0.25,23.55,8.88,228.64,UPI,Returned,New York,NY,India,SELL01577
ORD0005047,17-06-2024,CUST028765,Sneha Kumar,P00029,T-Shirt,Clothing,HomeEase,3,508.03,0,121.93,12.42,1658.44,UPI,Returned,Washington,DC,United States,SELL00609
ORD0005053,18-12-2021,CUST020557,Pooja Joshi,P00030,Dress Shirt,Home & Kitchen,UrbanStyle,4,291.16,0,58.23,6.66,1229.53,Credit Card,Returned,Fort Worth,TX,United States,SELL01298
ORD0005082,22-05-2024,CUST038239,Sneha Joshi,P00001,Wireless Earbuds,Home & Kitchen,BrightLux,1,45.94,0,5.51,3.01,54.46,Debit Card,Returned,San Diego,CA,India,SELL01664
ORD0005138,15-04-2021,CUST011106,Ritika Joshi,P00026,Sunglasses,Sports & Outdoors,Zenith,4,189.42,0.25,68.19,1.06,637.51,Credit Card,Returned,San Antonio,TX,United Kingdom,SELL01598
ORD0005177,18-05-2022,CUST018634,Rohit Singh,P00022,Water Bottle,Home & Kitchen,Zenith,4,433.43,0,312.07,8.58,2054.37,UPI,Returned,San Diego,CA,Canada,SELL01905
ORD0005183,06-11-2023,CUST040319,Kabir Mehta,P00029,T-Shirt,Toys & Games,FitLife,4,549.58,0.05,104.42,14.37,2207.19,Debit Card,Returned,Austin,TX,India,SELL01167
ORD0005201,01-02-2020,CUST008899,Vihaan Reddy,P00030,Dress Shirt,Clothing,Zenith,5,127.85,0.2,25.57,6.71,543.68,Amazon Pay,Returned,Houston,TX,United States,SELL01341
ORD0005289,20-06-2022,CUST027505,Sneha Joshi,P00019,LED Desk Lamp,Electronics,FitLife,3,106.74,0.05,24.34,10.65,339.2,Credit Card,Returned,Philadelphia,PA,India,SELL00987
ORD0005317,11-11-2022,CUST039627,Kabir Sharma,P00036,Smart Light Bulb,Clothing,FitLife,2,417.58,0.3,105.23,12.17,702.01,Net Banking,Returned,Seattle,WA,United States,SELL01113
ORD0005382,22-07-2021,CUST025192,Simran Verma,P00023,Cookware Set,Electronics,Zenith,2,336.37,0,80.73,6.71,760.18,Amazon Pay,Returned,San Antonio,TX,United States,SELL01706
ORD0005434,12-03-2022,CUST047246,Simran Kumar,P00010,Smartwatch,Home & Kitchen,CoreTech,4,180.18,0.2,28.83,1.99,607.4,Amazon Pay,Returned,San Diego,CA,United States,SELL00821
ORD0005441,25-04-2021,CUST033118,Neha Singh,P00042,Projector Mini,Electronics,HomeEase,4,191.49,0,137.87,12.92,916.75,Amazon Pay,Returned,Phoenix,AZ,United States,SELL00981
ORD0005506,05-10-2021,CUST049982,Sunita Patel,P00034,Desk Organizer,Electronics,Zenith,5,415.86,0.25,124.76,3.59,1687.82,Amazon Pay,Returned,New York,NY,Canada,SELL01715
ORD0005577,24-10-2023,CUST000918,Priya Singh,P00010,Smartwatch,Books,ReadMore,3,78.96,0.15,36.24,6.94,244.53,Debit Card,Returned,Seattle,WA,United Kingdom,SELL01816
ORD0005612,14-05-2020,CUST043142,Karan Sharma,P00034,Desk Organizer,Home & Kitchen,UrbanStyle,4,191.05,0.25,68.78,9.26,651.19,Cash on Delivery,Returned,Indianapolis,IN,United States,SELL01949
ORD0005617,14-09-2022,CUST010599,Neha Verma,P00019,LED Desk Lamp,Clothing,ReadMore,2,235.86,0,23.59,7.27,502.58,Amazon Pay,Returned,Los Angeles,CA,United States,SELL01487
ORD0005645,09-03-2020,CUST002870,Vihaan Gupta,P00042,Projector Mini,Books,CoreTech,5,263.38,0,65.85,12.19,1394.94,Credit Card,Returned,Philadelphia,PA,United States,SELL01635
ORD0005646,26-02-2023,CUST030823,Sunita Singh,P00031,Kids Toy Car,Toys & Games,NexPro,4,69.34,0.15,28.29,13.75,277.8,Debit Card,Returned,San Antonio,TX,United States,SELL01059
ORD0005654,15-08-2024,CUST026850,Mohit Verma,P00034,Desk Organizer,Toys & Games,Apex,1,25.21,0.05,1.2,7.61,32.76,Credit Card,Returned,New York,NY,United States,SELL00900
ORD0005664,13-11-2023,CUST002044,Neha Singh,P00047,Memory Card 128GB,Books,Apex,4,495.22,0.25,267.42,11.63,1764.71,UPI,Returned,Washington,DC,United States,SELL01810
ORD0005693,13-06-2022,CUST022593,Anjali Patel,P00024,Yoga Mat,Home & Kitchen,ReadMore,4,486.05,0.2,0,13.1,1568.46,UPI,Returned,Jacksonville,FL,United States,SELL01628
ORD0005697,16-06-2023,CUST041106,Vihaan Mehta,P00019,LED Desk Lamp,Clothing,UrbanStyle,3,78.8,0.15,10.05,8.05,219.04,Amazon Pay,Returned,Jacksonville,FL,United States,SELL01231
ORD0005794,11-07-2020,CUST015941,Neha Verma,P00046,Car Charger,Books,BrightLux,2,35.2,0,3.52,7.22,81.14,Credit Card,Returned,Phoenix,AZ,United States,SELL00844
ORD0005846,17-06-2021,CUST026319,Mohit Patel,P00027,Winter Jacket,Electronics,BrightLux,2,504.18,0.2,96.8,12.92,916.41,Amazon Pay,Returned,Chicago,IL,India,SELL01713
ORD0005854,25-04-2020,CUST000139,Ritika Patel,P00028,Jeans,Toys & Games,BrightLux,3,437.94,0,65.69,0.25,1379.76,Amazon Pay,Returned,Philadelphia,PA,United States,SELL00673
ORD0005891,13-12-2020,CUST030095,Vikas Kapoor,P00038,External HDD 2TB,Books,KiddoFun,2,242.39,0.05,82.9,5.04,548.48,Credit Card,Returned,Los Angeles,CA,United States,SELL00890
ORD0005906,17-03-2022,CUST045660,Mohit Singh,P00005,Laptop Sleeve,Sports & Outdoors,NexPro,4,245.61,0.1,44.21,14.56,942.97,Cash on Delivery,Returned,Dallas,TX,United States,SELL00662
ORD0005911,10-10-2023,CUST013341,Simran Verma,P00022,Water Bottle,Toys & Games,CoreTech,1,209.53,0.05,0,7.09,206.14,UPI,Returned,Washington,DC,Canada,SELL00797
ORD0005953,20-01-2021,CUST037490,Karan Reddy,P00006,Gaming Mouse,Books,FitLife,5,358.07,0.2,71.61,4.27,1508.16,Credit Card,Returned,Denver,CO,United States,SELL01101
ORD0005972,05-01-2022,CUST035656,Sneha Kapoor,P00024,Yoga Mat,Books,BrightLux,1,297.9,0.05,14.15,1.88,299.03,Debit Card,Returned,Chicago,IL,India,SELL00492
ORD0005981,01-03-2020,CUST034513,Mohit Reddy,P00010,Smartwatch,Home & Kitchen,Apex,2,391.68,0.05,59.54,1.46,805.19,Credit Card,Returned,Austin,TX,United States,SELL01410
ORD0005988,09-12-2024,CUST025598,Aarav Joshi,P00012,Noise Cancelling Headphones,Home & Kitchen,FitLife,3,164.67,0.1,80.03,7.77,532.41,Debit Card,Returned,Charlotte,NC,Canada,SELL01611
ORD0006002,17-04-2022,CUST010599,Vihaan Verma,P00044,Power Bank 20000mAh,Sports & Outdoors,CoreTech,4,510.27,0.1,330.65,4.34,2171.96,Debit Card,Returned,New York,NY,India,SELL01021
ORD0006031,25-11-2024,CUST017210,Kabir Verma,P00013,Action Camera,Clothing,UrbanStyle,5,273.73,0.05,156.03,5.39,1461.64,Credit Card,Returned,San Jose,CA,United Kingdom,SELL00219
ORD0006036,05-07-2023,CUST036682,Arjun Joshi,P00035,Desk Plant,Clothing,HomeEase,3,563.28,0,0,6.43,1696.27,Net Banking,Returned,San Jose,CA,United States,SELL01453
ORD0006059,05-08-2024,CUST017146,Vikas Kumar,P00046,Car Charger,Clothing,FitLife,2,121.55,0,29.17,0.58,272.85,Amazon Pay,Returned,Indianapolis,IN,United States,SELL00596
ORD0006104,26-07-2021,CUST023671,Arjun Reddy,P00016,Air Fryer,Toys & Games,Apex,4,303.09,0,96.99,9.23,1318.58,Credit Card,Returned,Seattle,WA,India,SELL01030
ORD0006119,19-06-2022,CUST008995,Priya Mehta,P00028,Jeans,Clothing,Apex,3,534.04,0,192.25,11.71,1806.08,Debit Card,Returned,Charlotte,NC,India,SELL01092
ORD0006136,24-11-2021,CUST034363,Karan Mehta,P00006,Gaming Mouse,Electronics,ReadMore,5,413.69,0,103.42,1.11,2172.98,Debit Card,Returned,Austin,TX,India,SELL00450
ORD0006177,12-08-2023,CUST017084,Aditya Joshi,P00022,Water Bottle,Electronics,Zenith,1,296.15,0,14.81,4.75,315.71,Cash on Delivery,Returned,Phoenix,AZ,India,SELL00864
ORD0006181,14-06-2020,CUST006778,Simran Mehta,P00036,Smart Light Bulb,Electronics,FitLife,2,124.89,0.1,11.24,6.28,242.32,Credit Card,Returned,Houston,TX,United States,SELL01839
ORD0006204,01-10-2021,CUST028123,Karan Mehta,P00024,Yoga Mat,Home & Kitchen,BrightLux,4,408.42,0.25,147.03,14.77,1387.06,UPI,Returned,Fort Worth,TX,United States,SELL01662
ORD0006212,02-06-2021,CUST007440,Aarav Kumar,P00001,Wireless Earbuds,Toys & Games,Apex,4,146.59,0,70.36,0.88,657.6,Amazon Pay,Returned,Los Angeles,CA,United States,SELL00812
ORD0006221,23-05-2023,CUST008990,Kabir Sharma,P00038,External HDD 2TB,Clothing,NexPro,5,87.05,0,52.23,2.17,489.65,Credit Card,Returned,Denver,CO,United States,SELL00796
ORD0006229,11-06-2023,CUST049535,Rohit Reddy,P00017,Electric Kettle,Books,FitLife,5,188.71,0.05,71.71,9.54,977.62,Cash on Delivery,Returned,Fort Worth,TX,United States,SELL00987
ORD0006265,16-07-2022,CUST035757,Aditya Sharma,P00016,Air Fryer,Sports & Outdoors,NexPro,1,534.8,0.2,34.23,8.46,470.53,Net Banking,Returned,Dallas,TX,United States,SELL00615
ORD0006283,11-10-2021,CUST037180,Vihaan Sharma,P00038,External HDD 2TB,Sports & Outdoors,KiddoFun,3,267.65,0.05,91.54,0.04,854.38,Credit Card,Returned,Seattle,WA,United States,SELL01113
ORD0006310,10-07-2020,CUST019284,Kabir Patel,P00015,Instant Pot,Electronics,Zenith,2,226.64,0,54.39,7.27,514.94,Debit Card,Returned,Phoenix,AZ,United States,SELL00329
ORD0006320,14-03-2023,CUST012802,Aman Gupta,P00019,LED Desk Lamp,Clothing,FitLife,5,170.14,0.25,76.56,3.28,717.86,Amazon Pay,Returned,Denver,CO,United States,SELL00065
ORD0006330,02-07-2020,CUST000002,Vikas Gupta,P00027,Winter Jacket,Home & Kitchen,FitLife,3,89.46,0.05,20.4,1.9,277.26,Debit Card,Returned,Phoenix,AZ,United States,SELL00886
ORD0006352,26-05-2023,CUST020955,Vihaan Sharma,P00003,Smartphone Case,Toys & Games,UrbanStyle,2,535.24,0,53.52,4.78,1128.78,UPI,Returned,San Francisco,CA,United States,SELL00926
ORD0006402,14-01-2024,CUST042910,Simran Mehta,P00022,Water Bottle,Clothing,ReadMore,3,238.23,0.2,28.59,5.58,605.92,Debit Card,Returned,Washington,DC,United States,SELL01178
ORD0006410,30-08-2021,CUST015727,Arjun Reddy,P00005,Laptop Sleeve,Toys & Games,ReadMore,5,469.73,0.1,380.48,0.74,2495,Net Banking,Returned,San Francisco,CA,India,SELL01267
ORD0006452,02-12-2020,CUST026757,Neha Patel,P00037,Router,Clothing,UrbanStyle,1,229.46,0.15,35.11,2.56,232.71,Net Banking,Returned,San Diego,CA,United States,SELL00961
ORD0006475,19-07-2023,CUST021057,Aarav Kapoor,P00030,Dress Shirt,Toys & Games,BrightLux,5,51.91,0,12.98,10.85,283.38,Credit Card,Returned,Houston,TX,United States,SELL01605
ORD0006485,30-08-2021,CUST030294,Vihaan Joshi,P00047,Memory Card 128GB,Electronics,NexPro,1,503.28,0.1,36.24,9.23,498.42,Net Banking,Returned,Dallas,TX,United States,SELL01749
ORD0006496,09-05-2024,CUST036117,Vivaan Mehta,P00021,Backpack,Electronics,FitLife,5,543.94,0.2,108.79,3.35,2287.9,Net Banking,Returned,Columbus,OH,United States,SELL00704
ORD0006499,30-01-2024,CUST037085,Sahil Sharma,P00015,Instant Pot,Electronics,ReadMore,2,34.61,0,3.46,4.29,76.97,Net Banking,Returned,San Francisco,CA,United States,SELL01963
ORD0006537,16-04-2020,CUST026151,Aman Kumar,P00026,Sunglasses,Home & Kitchen,ReadMore,2,207.38,0.25,24.89,4.51,340.47,Credit Card,Returned,Houston,TX,India,SELL00540
ORD0006548,19-02-2021,CUST048848,Karan Kumar,P00031,Kids Toy Car,Clothing,KiddoFun,1,579.86,0.25,52.19,7.63,494.72,Credit Card,Returned,Philadelphia,PA,United States,SELL00520
ORD0006556,07-12-2020,CUST010180,Aditya Patel,P00039,Graphic Tablet,Sports & Outdoors,BrightLux,4,147.99,0,106.55,7.84,706.35,Credit Card,Returned,New York,NY,United States,SELL00907
ORD0006573,22-12-2022,CUST013532,Priya Sharma,P00036,Smart Light Bulb,Toys & Games,FitLife,5,171.6,0,102.96,2.2,963.16,Credit Card,Returned,Philadelphia,PA,United States,SELL00257
ORD0006618,16-04-2021,CUST030830,Neha Gupta,P00048,Wireless Charger,Clothing,ReadMore,4,354.81,0,113.54,4.98,1537.76,Credit Card,Returned,San Diego,CA,Australia,SELL00806
ORD0006730,14-06-2023,CUST003322,Pooja Gupta,P00003,Smartphone Case,Books,ReadMore,3,24.17,0,5.8,9.71,88.02,Debit Card,Returned,Indianapolis,IN,United States,SELL01792
ORD0006740,13-05-2024,CUST015897,Aditya Mehta,P00032,Board Game,Electronics,BrightLux,5,597.6,0.15,457.16,12.82,3009.78,Debit Card,Returned,Austin,TX,Canada,SELL01477
ORD0006782,24-11-2021,CUST005922,Priya Gupta,P00034,Desk Organizer,Sports & Outdoors,FitLife,2,515.31,0,51.53,5.97,1088.12,Amazon Pay,Returned,Indianapolis,IN,United States,SELL00452
ORD0006809,12-03-2020,CUST021174,Karan Joshi,P00041,Webcam Full HD,Electronics,BrightLux,1,461.38,0.05,21.92,13.62,473.85,Credit Card,Returned,San Antonio,TX,India,SELL01493
ORD0006838,23-02-2022,CUST034426,Mohit Joshi,P00003,Smartphone Case,Electronics,HomeEase,5,294.25,0.05,0,1.75,1399.44,Amazon Pay,Returned,Phoenix,AZ,United States,SELL01782
ORD0006863,24-05-2020,CUST041037,Mohit Kumar,P00050,Novel Bestseller,Clothing,CoreTech,2,53.78,0,5.38,2.67,115.61,Credit Card,Returned,Columbus,OH,United States,SELL00588
ORD0006899,29-04-2024,CUST012393,Aditya Singh,P00029,T-Shirt,Electronics,UrbanStyle,4,585.26,0,187.28,13.51,2541.83,Credit Card,Returned,Charlotte,NC,India,SELL00351
ORD0006903,07-03-2024,CUST000988,Kabir Joshi,P00044,Power Bank 20000mAh,Clothing,Apex,4,297.47,0,95.19,12.58,1297.65,Net Banking,Returned,Chicago,IL,United States,SELL00838
ORD0006918,26-02-2021,CUST002034,Kabir Verma,P00045,Phone Tripod,Sports & Outdoors,Zenith,3,93.68,0.2,11.24,6.23,242.3,Credit Card,Returned,Houston,TX,India,SELL01898
ORD0006930,24-10-2022,CUST027777,Aditya Patel,P00018,Vacuum Cleaner,Toys & Games,Apex,4,315.81,0.15,0,14.52,1088.27,Net Banking,Returned,Philadelphia,PA,United States,SELL01351
ORD0006934,14-10-2020,CUST006182,Aman Verma,P00042,Projector Mini,Home & Kitchen,NexPro,3,288.77,0.2,83.17,12.89,789.11,Credit Card,Returned,Chicago,IL,United States,SELL00642
ORD0006936,15-03-2023,CUST040851,Karan Mehta,P00014,Drone Mini,Clothing,NexPro,2,479,0.05,72.81,13.55,996.46,Debit Card,Returned,Dallas,TX,Australia,SELL01533
ORD0006947,22-03-2021,CUST027868,Pooja Singh,P00019,LED Desk Lamp,Books,Zenith,4,531.78,0,106.36,7.48,2240.96,Debit Card,Returned,Houston,TX,United States,SELL00217
ORD0007050,19-10-2023,CUST011121,Sahil Sharma,P00032,Board Game,Clothing,HomeEase,2,135.98,0.25,10.2,5.44,219.61,Credit Card,Returned,San Antonio,TX,United States,SELL00293
ORD0007073,20-05-2020,CUST009350,Arjun Reddy,P00011,Fitness Band,Books,CoreTech,1,226.59,0.05,10.76,11.12,237.14,Amazon Pay,Returned,Los Angeles,CA,United States,SELL01879
ORD0007108,09-09-2021,CUST024838,Aarav Reddy,P00041,Webcam Full HD,Home & Kitchen,UrbanStyle,4,314.99,0.15,128.52,11.44,1210.93,UPI,Returned,Denver,CO,United States,SELL00752
ORD0007142,07-10-2022,CUST034288,Ritika Mehta,P00011,Fitness Band,Toys & Games,KiddoFun,3,479.51,0.05,68.33,8.46,1443.39,Credit Card,Returned,San Jose,CA,United States,SELL01487
ORD0007153,09-12-2022,CUST025838,Sahil Kumar,P00022,Water Bottle,Sports & Outdoors,Apex,3,261.49,0,94.14,2.95,881.56,Credit Card,Returned,San Diego,CA,United States,SELL00040
ORD0007249,24-04-2022,CUST032613,Sahil Verma,P00021,Backpack,Sports & Outdoors,ReadMore,3,247.76,0.05,56.49,12.5,775.11,Credit Card,Returned,Indianapolis,IN,United States,SELL01584
ORD0007259,06-04-2024,CUST003568,Anjali Joshi,P00011,Fitness Band,Sports & Outdoors,BrightLux,3,17.07,0.25,3.07,7.68,49.16,UPI,Returned,Fort Worth,TX,United States,SELL01406
ORD0007265,25-04-2024,CUST032977,Aarav Kumar,P00006,Gaming Mouse,Sports & Outdoors,Zenith,5,295.74,0.05,112.38,12.62,1529.76,Cash on Delivery,Returned,Denver,CO,United Kingdom,SELL01652
ORD0007346,10-12-2021,CUST014329,Aditya Verma,P00050,Novel Bestseller,Books,KiddoFun,1,451.41,0,22.57,7.04,481.02,Credit Card,Returned,Austin,TX,United States,SELL00112
ORD0007433,07-02-2024,CUST044226,Arjun Joshi,P00003,Smartphone Case,Sports & Outdoors,ReadMore,1,188.92,0.15,8.03,8.54,177.15,Amazon Pay,Returned,San Francisco,CA,India,SELL01606
ORD0007464,05-01-2023,CUST044394,Neha Mehta,P00019,LED Desk Lamp,Electronics,BrightLux,1,198.99,0.15,20.3,13.22,202.66,UPI,Returned,Houston,TX,United States,SELL00959
ORD0007511,23-08-2021,CUST004232,Priya Verma,P00019,LED Desk Lamp,Clothing,BrightLux,5,239.94,0,95.98,6.12,1301.8,Amazon Pay,Returned,San Jose,CA,United States,SELL01368
ORD0007639,25-12-2022,CUST023182,Vihaan Gupta,P00029,T-Shirt,Home & Kitchen,NexPro,2,582.96,0.1,52.47,12.26,1114.06,Credit Card,Returned,Fort Worth,TX,United States,SELL01648
ORD0007663,29-08-2021,CUST036147,Priya Patel,P00027,Winter Jacket,Clothing,CoreTech,1,508.91,0.25,30.53,13.67,425.88,Debit Card,Returned,Chicago,IL,United States,SELL01084
ORD0007730,21-09-2020,CUST002215,Neha Joshi,P00014,Drone Mini,Sports & Outdoors,KiddoFun,3,555.84,0.1,75.04,10.89,1586.7,Credit Card,Returned,Houston,TX,United States,SELL01509
ORD0007774,18-09-2023,CUST042903,Sunita Gupta,P00023,Cookware Set,Home & Kitchen,ReadMore,2,168,0.25,30.24,0.29,282.53,Amazon Pay,Returned,Chicago,IL,Canada,SELL00018
ORD0007807,25-07-2022,CUST021273,Arjun Joshi,P00012,Noise Cancelling Headphones,Sports & Outdoors,CoreTech,4,48.03,0.15,0,3.1,166.4,UPI,Returned,Fort Worth,TX,United States,SELL01210
ORD0007817,28-04-2023,CUST002472,Rohit Mehta,P00039,Graphic Tablet,Home & Kitchen,Apex,4,596.97,0,286.55,8.92,2683.35,Debit Card,Returned,Charlotte,NC,United States,SELL00157
